timestamp,HexForceX,HexForceY,HexForceZ,HexTorqueX,HexTorqueY,HexTorqueZ,ContactFX,ContactFY,ContactFZ,ContactRX,ContactRY,ContactRZ,TCP_pose0,TCP_pose1,TCP_pose2,TCP_pose3,TCP_pose4,TCP_pose5,Angle0,Angle1,Angle2,Angle3,Angle4,Angle5
1436.133963,-1.29,0.43,9.950000000000001,-0.027,0.146,0.015000000000000001,-0.9726453340613597,-0.4334813867827477,-3.342289035515872,0.10311996136586343,0.4315136011027783,-0.037234483268768985,0.5430932386762152,-0.07625607068598661,0.4638565053176823,2.103833468155673,-2.246499640244217,0.08430157252032236,0.20257365703582764,-1.670701643029684,-1.680220127105713,-1.385812522178032,1.4934022426605225,0.26811766624450684
1436.139953,-0.9900000000000001,0.27999999999999997,10.63,-0.03,0.131,0.027,-0.6735626310413342,-0.5842628087727743,-2.662339725040285,0.10015373728748331,0.416474962234698,-0.025250054330427086,0.5431045828200843,-0.07624194145332296,0.46390155265714006,2.103949248932656,-2.2465391395178758,0.08429707321699059,0.20258256793022156,-1.6706897221007289,-1.6801341772079468,-1.38581998765979,1.4934624433517456,0.26808491349220276
1436.151954,-1.79,0.63,10.58,-0.071,0.09299999999999999,0.014,-1.4736055646954753,-0.23403831078351756,-2.712367036292047,0.05914402440763719,0.37847365717428827,-0.038245513125678386,0.5431046178189842,-0.07623473559361989,0.46389812688458354,2.1039128828210547,-2.246555450423889,0.08427112033670794,0.20259451866149902,-1.6706940136351527,-1.680131435394287,-1.385840730076172,1.4934700727462769,0.2681221067905426
1436.161882,-1.28,0.38,10.13,-0.041,0.128,0.005,-0.9633042049522444,-0.4833789467007572,-3.1623888398268,0.0891155100048456,0.4134871274930187,-0.047232269802807036,0.5430848200635707,-0.07626503308944768,0.46386294945200035,2.10385115077285,-2.246532804908107,0.08423317440476301,0.20254746079444885,-1.6706863842406214,-1.6802202463150024,-1.38581998765979,1.4934580326080322,0.26809683442115784
1436.171882,-2.48,1.02,10.2,-0.08,0.10200000000000001,0.0,-2.162861458261068,0.15654896938726048,-3.0923214678746564,0.05011864165823333,0.38750491100422574,-0.05223382273567306,0.543097848468717,-0.07623541493766443,0.4638751304204675,2.1038667467444823,-2.246489186999584,0.08427964122067053,0.2026064544916153,-1.6706983051695765,-1.6801714897155762,-1.3858614724925538,1.4934227466583252,0.2681295871734619
1436.181896,-1.9300000000000002,0.7000000000000001,9.969999999999999,-0.081,0.088,-0.003,-1.6132950434851456,-0.16327091681439443,-3.322397901226422,0.04911083700604974,0.37348770652994584,-0.05523009113620515,0.5430873028001181,-0.07626204164483502,0.46386113886333646,2.1038273325427825,-2.2465431568557914,0.08422329138928003,0.2025519609451294,-1.6706940136351527,-1.6802127361297607,-1.385831819181778,1.4934589862823486,0.26811766624450684
1436.193886,-1.68,0.5499999999999999,9.879999999999999,-0.045,0.143,0.009,-1.3638209338418519,-0.3131081004003924,-3.412485269785744,0.08510377784148951,0.428466731704441,-0.04322668830230327,0.5430792099505622,-0.07624898433043424,0.46386035665338926,2.103864561343653,-2.246545800458317,0.08416095227414798,0.20256900787353516,-1.6706768474974574,-1.680233120918274,-1.3858287942460557,1.4935075044631958,0.26811766624450684
1436.20393,-1.35,0.7799999999999999,10.48,-0.027,0.13,0.024,-1.0331311376603705,-0.08460491605075315,-2.8122480904444984,0.10316854957321422,0.41549176940955357,-0.02825705546797756,0.5430861803234008,-0.07627422871045322,0.46389759821113064,2.103770981906158,-2.2466674974043275,0.08436755384308371,0.20254021883010864,-1.670657297173971,-1.6801834106445312,-1.3858036559871216,1.4934099912643433,0.2681848108768463
1436.211973,-1.26,0.04,9.42,-0.057,0.125,-0.003,-0.9436370233944431,-0.824790808070701,-3.872299426243014,0.07317657582716126,0.41047093218661257,-0.055260696083545,0.5430757978722927,-0.07625836359391708,0.46392142062212804,2.1039235667429237,-2.246602470722014,0.08434177943120051,0.202564537525177,-1.6706153355040492,-1.68017578125,-1.3858124774745484,1.4934537410736084,0.26810574531555176
1436.22396,-1.91,0.9900000000000001,10.54,-0.078,0.109,0.007,-1.5928896752944803,0.12694138444450043,-2.7523627826147887,0.05210166528543082,0.39450452493547933,-0.04522589520936324,0.5430856057518103,-0.07626336792298039,0.4638434155876838,2.103788829125253,-2.246525102785066,0.08423833624047351,0.20255661010742188,-1.670701643029684,-1.6802456378936768,-1.38581998765979,1.4934298992156982,0.26813405752182007
1436.233972,-1.16,0.7000000000000001,9.71,-0.016,0.157,0.008,-0.8428517893237781,-0.1632081175224529,-3.582343336210238,0.11410813374913335,0.4425057705039584,-0.04422892142886768,0.543076637142387,-0.07627734105027037,0.46386779051236937,2.103757776339102,-2.2465568407841268,0.08425606679106176,0.20253555476665497,-1.67067350963735,-1.6802114248275757,-1.385873721247055,1.493421196937561,0.268141508102417
1436.242032,-2.04,0.61,9.34,-0.062,0.133,-0.002,-1.723260729372317,-0.25358610408228355,-3.9523631219720237,0.06812447275935396,0.41848848814952705,-0.0542364610898137,0.5431058779601328,-0.07626172137549765,0.46387474133653134,2.103851012431469,-2.2465438748838813,0.08425723583202004,0.20254749059677124,-1.6707221470274867,-1.6801514625549316,-1.3858377200416108,1.4934494495391846,0.268101304769516
1436.250021,-1.71,0.38999999999999996,10.440000000000001,-0.069,0.091,-0.002,-1.3931389486529437,-0.4730794009661742,-2.8523948570356232,0.06110255691657056,0.3764943943082651,-0.05422625969425089,0.5430839367195729,-0.07627252194658854,0.4638608917236251,2.103799649394239,-2.246538588311438,0.08421829353963978,0.20253553986549377,-1.6706930599608363,-1.6802082061767578,-1.3858570617488404,1.4934494495391846,0.2681131958961487
