# px py pz qx qy qz qw joint1 joint2 joint3 joint4 joint5 joint6 fx fy fz tx ty tz
-0.113843,0.557133,-0.001892,-0.999920,-0.003245,-0.006065,0.010590,-1.674934,-1.002419,2.115847,-2.706586,-1.580593,-0.110739,0.089575,-0.159283,-8.053907,-0.482871,0.013982,-0.005835
-0.113022,0.557136,-0.001890,-0.999920,-0.003248,-0.006102,0.010601,-1.676420,-1.002602,2.116352,-2.706952,-1.580632,-0.112230,0.090272,-0.159510,-8.054185,-0.482807,0.013281,-0.005851
-0.112201,0.557138,-0.001889,-0.999920,-0.003251,-0.006140,0.010611,-1.677906,-1.002784,2.116854,-2.707315,-1.580672,-0.113723,0.091502,-0.160860,-8.040586,-0.481724,0.012548,-0.005859
-0.111379,0.557140,-0.001888,-0.999919,-0.003254,-0.006181,0.010620,-1.679392,-1.002960,2.117355,-2.707673,-1.580714,-0.115207,0.097940,-0.171188,-7.914648,-0.472422,0.011945,-0.005841
-0.110560,0.557132,-0.001898,-0.999919,-0.003267,-0.006216,0.010613,-1.680878,-1.003128,2.117856,-2.708026,-1.580757,-0.116732,0.103471,-0.179921,-7.800944,-0.464096,0.011359,-0.005829
-0.109727,0.557135,-0.001894,-0.999918,-0.003273,-0.006281,0.010624,-1.682361,-1.003308,2.118345,-2.708386,-1.580854,-0.118225,0.103715,-0.179638,-7.799612,-0.463999,0.010644,-0.005843
-0.108891,0.557138,-0.001889,-0.999918,-0.003277,-0.006350,0.010634,-1.683846,-1.003488,2.118830,-2.708743,-1.580954,-0.119719,0.104541,-0.179797,-7.799974,-0.463941,0.009908,-0.005856
-0.108075,0.557143,-0.001886,-0.999918,-0.003271,-0.006377,0.010648,-1.685336,-1.003666,2.119315,-2.709096,-1.580952,-0.121194,0.106633,-0.179812,-7.800492,-0.463845,0.008873,-0.005860
-0.107284,0.557150,-0.001883,-0.999918,-0.003269,-0.006349,0.010666,-1.686831,-1.003845,2.119798,-2.709446,-1.580863,-0.122689,0.107449,-0.179977,-7.800872,-0.463738,0.007892,-0.005862
-0.106477,0.557154,-0.001881,-0.999917,-0.003271,-0.006357,0.010679,-1.688322,-1.004020,2.120277,-2.709793,-1.580849,-0.124182,0.106281,-0.180418,-7.800950,-0.463650,0.007261,-0.005869
-0.105663,0.557156,-0.001879,-0.999917,-0.003269,-0.006380,0.010690,-1.689812,-1.004192,2.120753,-2.710138,-1.580851,-0.125667,0.106884,-0.180581,-7.801264,-0.463550,0.006418,-0.005872
-0.104867,0.557161,-0.001877,-0.999917,-0.003267,-0.006366,0.010705,-1.691307,-1.004365,2.121227,-2.710480,-1.580788,-0.127160,0.107262,-0.180760,-7.801462,-0.463450,0.005657,-0.005875
-0.104057,0.557164,-0.001875,-0.999917,-0.003267,-0.006380,0.010717,-1.692798,-1.004535,2.121696,-2.710821,-1.580777,-0.128647,0.107763,-0.180930,-7.801716,-0.463354,0.004899,-0.005878
-0.103257,0.557169,-0.001874,-0.999917,-0.003265,-0.006373,0.010730,-1.694292,-1.004705,2.122163,-2.711158,-1.580729,-0.130141,0.109174,-0.182434,-7.785063,-0.462022,0.004142,-0.005877
-0.102453,0.557173,-0.001872,-0.999917,-0.003260,-0.006376,0.010743,-1.695785,-1.004873,2.122626,-2.711494,-1.580693,-0.131622,0.108927,-0.184394,-7.768831,-0.460728,0.003712,-0.005876
-0.101645,0.557176,-0.001871,-0.999916,-0.003261,-0.006385,0.010755,-1.697277,-1.005039,2.123085,-2.711827,-1.580676,-0.133115,0.109487,-0.184713,-7.770039,-0.460676,0.002956,-0.005874
-0.100844,0.557180,-0.001869,-0.999916,-0.003259,-0.006381,0.010768,-1.698771,-1.005205,2.123542,-2.712158,-1.580632,-0.134607,0.109890,-0.184803,-7.770266,-0.460593,0.002192,-0.005876
-0.100041,0.557183,-0.001867,-0.999916,-0.003254,-0.006381,0.010781,-1.700264,-1.005369,2.123995,-2.712487,-1.580591,-0.136088,0.108574,-0.185185,-7.769841,-0.460500,0.001749,-0.005877
-0.099232,0.557186,-0.001866,-0.999916,-0.003254,-0.006392,0.010792,-1.701757,-1.005531,2.124444,-2.712813,-1.580578,-0.137581,0.108648,-0.185372,-7.769937,-0.460401,0.001004,-0.005873
-0.098433,0.557191,-0.001864,-0.999916,-0.003251,-0.006384,0.010806,-1.703252,-1.005693,2.124891,-2.713137,-1.580523,-0.139071,0.108534,-0.185603,-7.770015,-0.460300,0.000283,-0.005871
-0.097628,0.557194,-0.001863,-0.999916,-0.003247,-0.006389,0.010817,-1.704745,-1.005853,2.125334,-2.713459,-1.580492,-0.140554,0.107896,-0.185915,-7.769876,-0.460189,-0.000329,-0.005870
-0.096822,0.557197,-0.001861,-0.999916,-0.003248,-0.006395,0.010829,-1.706239,-1.006012,2.125773,-2.713779,-1.580468,-0.142050,0.108472,-0.186019,-7.770151,-0.460077,-0.001153,-0.005865
-0.096020,0.557201,-0.001860,-0.999916,-0.003246,-0.006393,0.010841,-1.707733,-1.006170,2.126210,-2.714096,-1.580428,-0.143542,0.109403,-0.186062,-7.770647,-0.459984,-0.001966,-0.005869
-0.095218,0.557205,-0.001858,-0.999915,-0.003241,-0.006392,0.010854,-1.709228,-1.006327,2.126643,-2.714411,-1.580384,-0.145025,0.109716,-0.186911,-7.763173,-0.459340,-0.002561,-0.005862
-0.094410,0.557207,-0.001857,-0.999915,-0.003241,-0.006400,0.010865,-1.710721,-1.006481,2.127072,-2.714724,-1.580366,-0.146517,0.109700,-0.187856,-7.755893,-0.458701,-0.003166,-0.005846
-0.093610,0.557211,-0.001855,-0.999915,-0.003236,-0.006395,0.010878,-1.712216,-1.006636,2.127498,-2.715034,-1.580316,-0.148005,0.108576,-0.188251,-7.755817,-0.458603,-0.003671,-0.005839
-0.092804,0.557214,-0.001854,-0.999915,-0.003235,-0.006402,0.010888,-1.713710,-1.006788,2.127921,-2.715342,-1.580292,-0.149495,0.107502,-0.188567,-7.755308,-0.458487,-0.004176,-0.005831
